BuildingType,PrimaryPropertyType,YearBuilt,Neighborhood,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore_imputer,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,LPUT,SLPUT,ENERGYSTARScore
NonResidential,Worship Facility,1927,northeast,3,0,41013,82.66666666666667,34.59999847,0.91,GazNaturel & Électricité,Low,Low,
NonResidential,Other,2004,northeast,2,0,21075,69.66666666666667,81.40000153,2.56,GazNaturel & Électricité,Medium,Medium,
NonResidential,Worship Facility,1950,northeast,3,0,46485,83.0,26.39999962,1.01,GazNaturel & Électricité,Low,Low,83.0
NonResidential,Small- and Mid-Sized Office,1965,northwest,4,0,56896,96.0,37.0,0.5,Électricité,Medium,Medium,96.0
NonResidential,Worship Facility,1978,northwest,2,0,27500,60.0,23.79999924,0.54,Électricité & GazNaturel,Low,Low,60.0
NonResidential,Small- and Mid-Sized Office,1930,downtown,2,0,36630,90.0,16.39999962,0.1,Électricité,Medium,Medium,90.0
NonResidential,Small- and Mid-Sized Office,1900,downtown,3,0,26830,61.666666666666664,79.69999695,2.27,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1906,downtown,5,0,41920,95.0,26.29999924,0.18,Électricité,Medium,Medium,95.0
NonResidential,Small- and Mid-Sized Office,1905,downtown,5,0,36879,92.0,37.79999924,0.73,Électricité,Medium,Medium,92.0
NonResidential,Other,1904,downtown,6,0,29820,81.0,54.5,1.2,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1905,downtown,2,0,33640,70.0,41.90000153,0.22,Électricité,Medium,Medium,70.0
NonResidential,Warehouse,1906,downtown,4,0,43484,18.0,36.0,0.25,Électricité,Low,Low,18.0
NonResidential,Mixed Use Property,1900,downtown,3,0,22480,72.33333333333333,34.09999847,0.3,Électricité,Medium,Medium,
NonResidential,Hotel,1925,downtown,4,0,33018,49.0,175.5,5.26,GazNaturel & Électricité,Medium,Medium,49.0
NonResidential,Small- and Mid-Sized Office,1970,downtown,2,0,26510,91.0,33.0,0.42,Électricité,Medium,Medium,91.0
NonResidential,Warehouse,1938,lake union,1,0,40028,80.0,19.0,0.17,Électricité,Low,Low,80.0
NonResidential,Small- and Mid-Sized Office,2007,lake union,3,18228,26282,23.0,85.59999847,0.34,Électricité,Medium,Medium,23.0
NonResidential,Worship Facility,1954,north,1,0,21624,90.0,33.79999924,0.97,GazNaturel & Électricité,Low,Low,90.0
NonResidential,Small- and Mid-Sized Office,1993,downtown,3,0,21600,28.333333333333332,70.09999847,1.5,Électricité & GazNaturel,Medium,Medium,
NonResidential,Mixed Use Property,1909,downtown,3,0,20620,80.0,38.40000153,1.01,Électricité & GazNaturel,Medium,Medium,
NonResidential,Hotel,1910,downtown,5,0,40552,99.0,34.0,1.31,GazNaturel,Medium,Medium,99.0
NonResidential,Small- and Mid-Sized Office,1909,downtown,3,0,31432,80.66666666666667,45.79999924,0.32,Électricité,Medium,Medium,
NonResidential,Retail Store,1917,downtown,2,0,24550,100.0,42.0,0.27,GazNaturel & Électricité,Medium,Medium,100.0
NonResidential,Other,1908,central,3,0,25864,88.33333333333333,47.20000076,1.34,GazNaturel & Électricité,Medium,Medium,
NonResidential,Other,1924,northeast,3,0,20686,63.666666666666664,63.90000153,2.06,GazNaturel & Électricité,Medium,Medium,
NonResidential,Residence Hall,1929,northeast,3,0,22124,82.0,29.5,0.2,Électricité,Medium,Medium,82.0
NonResidential,Residence Hall,1926,northeast,3,0,27487,82.0,63.79999924,2.4,GazNaturel,Medium,Medium,82.0
NonResidential,Residence Hall,1926,northeast,4,0,23616,55.0,75.0,2.27,GazNaturel & Électricité,Medium,Medium,55.0
NonResidential,Residence Hall,1976,northeast,3,0,33448,78.0,32.09999847,0.21,Électricité,Medium,Medium,78.0
Nonresidential COS,Mixed Use Property,2005,east,2,7120,22388,92.66666666666667,112.1999969,2.75,GazNaturel & Électricité,High,High,
NonResidential,Senior Care Community,1987,central,2,0,74840,48.0,113.4000015,3.33,GazNaturel & Électricité,High,High,48.0
Nonresidential COS,Other,1913,central,3,0,20992,42.666666666666664,93.19999695,4.99,GazNaturel,Medium,Medium,
NonResidential,K-12 School,1925,central,2,0,22344,40.0,74.5,2.47,GazNaturel & Électricité,Low,Low,40.0
NonResidential,University,1921,east,3,0,31900,59.333333333333336,105.3000031,3.02,GazNaturel & Électricité,Medium,Medium,
Nonresidential COS,Other,1950,ballard,2,0,29417,96.66666666666667,61.09999847,1.91,GazNaturel & Électricité,High,High,
NonResidential,Mixed Use Property,1909,downtown,3,0,49299,93.66666666666667,90.90000153,0.19,Électricité,Medium,Medium,
NonResidential,Supermarket / Grocery Store,1997,southwest,1,0,31841,26.333333333333332,426.6000061,12.69,GazNaturel & Électricité,High,High,
NonResidential,Mixed Use Property,1988,east,2,0,21036,24.333333333333332,134.6000061,3.73,Électricité & GazNaturel,Medium,Medium,
NonResidential,Mixed Use Property,1999,northeast,2,0,32928,9.0,172.1000061,1.2,Électricité,Medium,Medium,9.0
NonResidential,Warehouse,1960,greater duwamish,1,0,44476,33.0,37.09999847,0.67,Électricité & GazNaturel,Low,Low,33.0
NonResidential,Small- and Mid-Sized Office,1969,greater duwamish,1,0,35017,66.0,46.40000153,0.77,Électricité & GazNaturel,Medium,Medium,66.0
NonResidential,Residence Hall,1950,northeast,3,0,29084,66.0,67.0,2.09,GazNaturel & Électricité,Medium,Medium,66.0
NonResidential,Worship Facility,1963,southeast,2,0,22952,98.0,23.70000076,0.84,GazNaturel,Low,Low,98.0
NonResidential,Warehouse,1976,greater duwamish,1,0,21040,43.0,31.20000076,0.91,GazNaturel & Électricité,Low,Low,43.0
NonResidential,Warehouse,1951,greater duwamish,2,0,28032,52.0,51.29999924,1.66,GazNaturel & Électricité,Low,Low,52.0
NonResidential,Distribution Center,1974,greater duwamish,1,0,25620,82.0,25.5,0.8,GazNaturel & Électricité,Low,Low,82.0
NonResidential,Warehouse,1992,downtown,3,0,33238,14.0,49.09999847,0.34,Électricité,Low,Low,14.0
NonResidential,K-12 School,1912,east,4,0,27800,8.0,115.0,1.38,GazNaturel & Électricité,Low,Low,8.0
NonResidential,Large Office,2000,downtown,6,0,706176,82.0,59.09999847,0.13,Électricité,Medium,Medium,82.0
NonResidential,Supermarket / Grocery Store,1998,southwest,1,0,33706,22.0,283.2999878,6.12,Électricité & GazNaturel,High,High,22.0
NonResidential,Mixed Use Property,1961,magnolia / queen anne,2,0,37600,36.333333333333336,65.90000153,2.49,GazNaturel,Low,Low,
SPS-District K-12,K-12 School,1954,northwest,1,0,42128,93.0,44.40000153,1.18,Électricité & GazNaturel,Low,Low,93.0
NonResidential,Other,1912,east,3,0,33708,95.33333333333333,24.79999924,0.58,Électricité,Medium,Medium,
NonResidential,Other,1948,north,2,0,47237,7.0,125.8000031,0.88,Électricité,Medium,Medium,
NonResidential,Supermarket / Grocery Store,1997,northeast,1,38585,38000,18.0,346.7000122,4.76,Électricité & GazNaturel,High,High,18.0
NonResidential,Worship Facility,1938,northeast,3,0,26373,75.0,44.5,1.45,GazNaturel,Low,Low,75.0
NonResidential,Small- and Mid-Sized Office,1956,central,2,0,75868,75.0,47.5,0.33,Électricité,Medium,Medium,
NonResidential,Mixed Use Property,1947,east,2,0,21656,72.33333333333333,74.30000305,2.4,GazNaturel & Électricité,Medium,Medium,
Nonresidential COS,Distribution Center,1921,magnolia / queen anne,3,0,23040,75.0,20.5,0.13,Électricité,Low,Low,
NonResidential,Other,1956,magnolia / queen anne,2,0,36771,4.333333333333333,154.8999939,1.03,Électricité,Medium,Medium,
NonResidential,Warehouse,1977,greater duwamish,1,0,24024,64.66666666666667,16.79999924,0.11,Électricité,Low,Low,
NonResidential,Warehouse,1953,greater duwamish,1,0,42420,34.0,26.60000038,0.69,GazNaturel & Électricité,Low,Low,34.0
NonResidential,Distribution Center,1979,greater duwamish,1,0,36982,86.66666666666667,11.0,0.19,Électricité,Low,Low,
NonResidential,Warehouse,1964,greater duwamish,2,0,23400,40.666666666666664,19.5,0.13,Électricité,Low,Low,
NonResidential,Other,1948,magnolia / queen anne,2,0,30720,84.33333333333333,65.80000305,2.19,GazNaturel,Medium,Medium,
NonResidential,Warehouse,1972,greater duwamish,1,0,23232,90.66666666666667,5.5,0.04,Électricité,Low,Low,
NonResidential,Warehouse,1974,greater duwamish,1,0,35046,100.0,33.59999847,0.5,Électricité,Low,Low,100.0
NonResidential,Refrigerated Warehouse,1961,greater duwamish,1,0,25577,84.66666666666667,34.5,0.55,Électricité,Medium,Medium,
NonResidential,Warehouse,1974,greater duwamish,1,0,43380,89.0,9.600000381,0.07,Électricité,Low,Low,89.0
NonResidential,Small- and Mid-Sized Office,1995,lake union,3,0,20410,8.0,138.6000061,3.81,Électricité & GazNaturel,Medium,Medium,8.0
NonResidential,Small- and Mid-Sized Office,1983,northwest,3,6300,18396,87.0,33.90000153,0.18,Électricité,Medium,Medium,87.0
NonResidential,Worship Facility,2002,northwest,1,0,24955,47.0,31.0,0.88,GazNaturel & Électricité,Low,Low,47.0
NonResidential,Other,1991,central,3,0,34074,50.666666666666664,253.8999939,8.4,GazNaturel & Électricité,High,High,
NonResidential,Hotel,2006,downtown,10,22225,370327,23.0,87.30000305,1.08,Électricité & GazNaturel,Medium,Medium,23.0
NonResidential,Worship Facility,1961,north,2,0,76475,64.66666666666667,25.0,0.88,GazNaturel & Électricité,Low,Low,
NonResidential,K-12 School,1988,north,2,0,32961,86.0,52.20000076,1.91,GazNaturel,Low,Low,86.0
Nonresidential COS,Other,2004,northwest,1,14570,12806,45.333333333333336,90.30000305,0.97,Électricité & GazNaturel,Medium,Medium,
Campus,K-12 School,1950,central,1,0,109794,87.0,33.29999924,1.05,GazNaturel & Électricité,Low,Low,87.0
NonResidential,Other,1911,central,3,0,25200,88.33333333333333,55.79999924,2.1,GazNaturel,Medium,Medium,
NonResidential,Supermarket / Grocery Store,1996,north,1,0,44755,56.0,254.1999969,7.57,Électricité & GazNaturel,High,High,56.0
NonResidential,Other,1907,east,2,0,22320,96.66666666666667,10.30000019,0.22,Électricité & GazNaturel,Medium,Medium,
NonResidential,Mixed Use Property,1912,east,3,0,24000,77.33333333333333,39.70000076,0.38,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1920,east,3,0,23422,65.0,123.9000015,5.47,GazNaturel,Medium,Medium,65.0
NonResidential,Other,1975,east,2,11328,27551,68.0,91.69999695,0.74,Électricité,High,High,
NonResidential,Mixed Use Property,1998,east,5,14625,38409,93.0,95.69999695,1.58,Électricité & GazNaturel,Medium,Medium,93.0
NonResidential,Warehouse,1920,east,2,0,23040,99.0,3.5,0.04,Électricité,Low,Low,99.0
NonResidential,Warehouse,1958,east,2,0,61880,66.0,9.800000191,0.07,Électricité,Low,Low,66.0
NonResidential,Small- and Mid-Sized Office,1925,east,2,0,27938,97.0,37.0,0.26,Électricité,Medium,Medium,97.0
NonResidential,Other,1924,northeast,2,0,21600,17.666666666666668,38.40000153,0.52,Électricité,Low,Low,
Nonresidential COS,Other,1929,northeast,3,0,27908,38.333333333333336,99.69999695,2.27,GazNaturel & Électricité,Medium,Medium,
Campus,K-12 School,2000,central,2,0,30562,69.0,59.70000076,1.82,GazNaturel & Électricité,Low,Low,69.0
NonResidential,Retail Store,2000,downtown,3,0,54969,67.0,68.59999847,0.72,Électricité,Medium,Medium,67.0
NonResidential,K-12 School,1951,central,2,0,36825,85.33333333333333,29.29999924,1.39,Électricité & GazNaturel,Low,Low,
NonResidential,Small- and Mid-Sized Office,1958,east,3,0,25834,73.0,69.90000153,2.09,Électricité & GazNaturel,Medium,Medium,73.0
NonResidential,Worship Facility,1929,east,1,0,37700,38.0,80.30000305,3.98,GazNaturel,Low,Low,38.0
NonResidential,Mixed Use Property,2004,central,6,0,97229,100.0,17.0,0.07,Électricité,Medium,Medium,100.0
NonResidential,Small- and Mid-Sized Office,1982,northwest,3,0,25111,77.0,48.0,0.99,Électricité & GazNaturel,Medium,Medium,77.0
NonResidential,Worship Facility,1953,magnolia / queen anne,2,0,31805,10.0,59.40000153,2.15,GazNaturel,Low,Low,10.0
NonResidential,K-12 School,1953,magnolia / queen anne,1,0,20811,95.0,69.30000305,2.11,GazNaturel & Électricité,Low,Low,95.0
Nonresidential COS,Warehouse,1967,greater duwamish,2,0,22058,1.0,112.1999969,3.01,GazNaturel & Électricité,Low,Low,1.0
NonResidential,Refrigerated Warehouse,1970,greater duwamish,1,0,22890,1.0,212.3999939,5.23,Électricité,Medium,Medium,
NonResidential,Other,1907,greater duwamish,5,0,36000,95.66666666666667,35.29999924,1.2,GazNaturel & Électricité,Medium,Medium,
NonResidential,Distribution Center,1971,greater duwamish,1,0,28320,1.0,155.5,2.4,Électricité,Low,Low,1.0
NonResidential,Worship Facility,1955,northeast,1,0,29079,78.0,32.0,0.76,Électricité & GazNaturel,Low,Low,78.0
NonResidential,Small- and Mid-Sized Office,1982,east,3,9616,19232,82.0,40.0,0.18,Électricité,Medium,Medium,82.0
NonResidential,Small- and Mid-Sized Office,1988,ballard,2,0,20535,7.0,90.09999847,1.89,Électricité & GazNaturel,Medium,Medium,7.0
NonResidential,Laboratory,1985,magnolia / queen anne,2,0,43025,68.66666666666667,235.8999939,5.95,Électricité & GazNaturel,High,High,
NonResidential,Warehouse,1965,greater duwamish,1,0,30800,65.0,15.80000019,0.11,Électricité,Low,Low,65.0
NonResidential,Mixed Use Property,1900,east,3,0,22168,66.66666666666667,85.90000153,2.23,Électricité & GazNaturel,Medium,Medium,
NonResidential,Warehouse,1922,greater duwamish,1,0,37400,73.0,24.29999924,0.21,Électricité,Low,Low,73.0
NonResidential,Large Office,2000,downtown,11,0,268130,88.0,56.09999847,0.4,Électricité,Medium,Medium,88.0
NonResidential,Small- and Mid-Sized Office,2000,downtown,11,0,68452,79.0,58.09999847,0.39,Électricité,Medium,Medium,79.0
NonResidential,Large Office,2000,downtown,11,0,273185,88.0,52.20000076,0.38,Électricité,Medium,Medium,88.0
NonResidential,K-12 School,1924,northeast,3,0,97500,97.0,44.29999924,1.6,GazNaturel,Low,Low,97.0
NonResidential,Small- and Mid-Sized Office,1982,magnolia / queen anne,5,0,54015,75.0,55.90000153,0.39,Électricité,Medium,Medium,75.0
NonResidential,Restaurant,1985,downtown,13,0,42000,43.666666666666664,147.3000031,6.52,Mixte,High,High,
NonResidential,Large Office,1982,downtown,24,0,119701,67.0,70.0,0.49,Électricité,Medium,Medium,67.0
Nonresidential COS,Other,1965,north,1,0,24697,53.666666666666664,69.69999695,1.18,Électricité & GazNaturel,Medium,Medium,
NonResidential,University,2013,central,1,0,57468,74.33333333333333,55.79999924,1.56,Électricité & GazNaturel,Medium,Medium,
NonResidential,University,2006,east,5,0,84000,55.0,149.1999969,5.26,GazNaturel & Électricité,Medium,Medium,
NonResidential,Retail Store,1991,downtown,3,0,103000,89.0,52.29999924,0.79,Électricité,Medium,Medium,89.0
NonResidential,Supermarket / Grocery Store,2008,southwest,1,0,37864,61.0,218.1000061,4.67,Électricité & GazNaturel,High,High,61.0
NonResidential,Supermarket / Grocery Store,1950,east,2,0,66497,84.0,139.6999969,1.08,Électricité,High,High,84.0
NonResidential,Retail Store,2006,magnolia / queen anne,4,0,34010,20.333333333333332,94.0,0.73,Électricité,Medium,Medium,
NonResidential,Supermarket / Grocery Store,2006,magnolia / queen anne,4,0,45980,79.0,186.5,4.21,Électricité & GazNaturel,High,High,79.0
NonResidential,Retail Store,1996,east,3,0,45743,88.0,115.5,1.82,Électricité,Medium,Medium,88.0
NonResidential,Other,1991,central,1,0,45000,85.33333333333333,83.80000305,3.06,GazNaturel,Medium,Medium,
NonResidential,Other,1999,greater duwamish,6,0,333698,95.0,43.90000153,0.89,Électricité & GazNaturel,Medium,Medium,
NonResidential,Warehouse,1904,greater duwamish,4,0,72859,55.0,21.60000038,0.17,Électricité,Low,Low,55.0
NonResidential,Mixed Use Property,2004,greater duwamish,3,0,21947,68.33333333333333,61.59999847,1.72,Électricité & GazNaturel,Medium,Medium,
NonResidential,Warehouse,1940,northeast,1,0,384772,69.0,39.0,1.02,Électricité & GazNaturel,Low,Low,69.0
NonResidential,Medical Office,1960,northeast,1,0,30287,32.0,81.30000305,1.08,Électricité,Medium,Medium,32.0
NonResidential,Small- and Mid-Sized Office,1960,northeast,1,0,21931,32.0,134.8000031,6.62,GazNaturel & Électricité,Medium,Medium,32.0
NonResidential,Small- and Mid-Sized Office,1985,downtown,6,0,73102,84.0,48.40000153,0.41,Électricité,Medium,Medium,84.0
NonResidential,Mixed Use Property,1916,east,2,59401,81422,75.33333333333333,19.79999924,0.2,Électricité,Medium,Medium,
Nonresidential COS,Mixed Use Property,1966,greater duwamish,1,0,87458,49.0,106.0,3.09,GazNaturel & Électricité,Medium,Medium,
NonResidential,Supermarket / Grocery Store,2011,north,1,0,51400,74.0,233.0,5.91,Électricité & GazNaturel,High,High,74.0
NonResidential,Small- and Mid-Sized Office,1993,lake union,1,0,26263,64.0,63.70000076,0.43,Électricité,Medium,Medium,64.0
Nonresidential COS,Other,1968,central,1,0,21400,40.0,261.7000122,7.41,GazNaturel & Électricité,High,High,
NonResidential,Laboratory,2000,east,8,0,178000,21.666666666666668,302.7000122,14.32,Vapeur & Électricité,High,High,
NonResidential,Large Office,2005,greater duwamish,4,0,162157,1.0,255.3999939,3.31,Électricité,Medium,Medium,
NonResidential,Supermarket / Grocery Store,2003,magnolia / queen anne,4,0,33997,23.0,267.2999878,2.78,Électricité,High,High,23.0
NonResidential,Large Office,2012,lake union,11,0,526423,97.0,42.79999924,0.31,Électricité,Medium,Medium,97.0
NonResidential,Mixed Use Property,1902,downtown,6,0,74211,97.0,22.79999924,0.13,Électricité,Medium,Medium,97.0
NonResidential,Warehouse,1988,southeast,2,0,45700,99.0,5.300000191,0.34,Électricité,Low,Low,99.0
Nonresidential COS,Other,1929,northeast,1,0,502030,70.66666666666667,36.59999847,1.09,Électricité & GazNaturel,High,High,
NonResidential,Other,2012,northwest,2,0,53575,48.0,593.5999756,11.57,Électricité,High,High,
NonResidential,Large Office,2012,greater duwamish,6,0,157345,63.0,74.09999847,0.59,Électricité,Medium,Medium,63.0
NonResidential,Residence Hall,2012,northeast,5,0,136758,90.0,32.20000076,1.28,Électricité & GazNaturel,Medium,Medium,90.0
NonResidential,Residence Hall,2012,northeast,7,0,192259,72.0,47.59999847,1.0,Électricité & GazNaturel,Medium,Medium,72.0
Nonresidential COS,Other,2012,greater duwamish,2,0,137138,46.666666666666664,40.20000076,0.28,Électricité,Low,Low,
NonResidential,Other,2012,east,7,0,267470,38.666666666666664,159.6999969,5.97,Électricité & Vapeur,Medium,Medium,
NonResidential,Hospital,2013,northeast,8,0,330000,58.0,239.1999969,5.42,GazNaturel & Électricité,High,High,58.0
NonResidential,Retail Store,1918,magnolia / queen anne,3,0,43832,67.0,96.90000153,3.29,GazNaturel & Électricité,Medium,Medium,67.0
NonResidential,Other,1987,southwest,6,0,146363,47.333333333333336,83.0,2.23,Électricité & GazNaturel,Medium,Medium,
NonResidential,Supermarket / Grocery Store,2011,southwest,1,0,67263,78.0,226.1000061,5.24,Électricité & GazNaturel,High,High,78.0
NonResidential,Large Office,1988,downtown,13,149326,204760,88.0,59.29999924,0.42,Électricité,Medium,Medium,88.0
NonResidential,Worship Facility,2008,northeast,2,0,70292,37.0,30.5,0.82,Électricité & GazNaturel,Low,Low,37.0
NonResidential,Other,1975,downtown,7,35120,55559,100.0,694.7000122,3.2,Électricité,High,High,100.0
NonResidential,Laboratory,2013,lake union,8,114010,225581,9.666666666666666,248.1999969,3.2,Électricité & GazNaturel,High,High,
