BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,ZipCode,TaxParcelId,LargestPropertyUseType
NonResidential,Small- and Mid-Sized Office,ballard,1978,2,0,28492,12.0,70.19999695,1.33,Électricité,98107.0,4670,Office
NonResidential,Small- and Mid-Sized Office,ballard,1963,3,0,22325,,62.79999924,0.44,Électricité,98107.0,4670,Office
NonResidential,Restaurant,ballard,1977,3,0,22719,,59.79999924,0.42,Électricité,98107.0,4670,Restaurant
NonResidential,Laboratory,downtown,1946,2,22000,22588,,105.0999985,1.13,Électricité,98101.0,6600,Laboratory
NonResidential,Retail Store,downtown,1917,2,0,147545,69.0,49.70000076,1.15,Électricité & GazNaturel,98144.0,5240,Retail Store
Nonresidential COS,Other,north,1923,2,0,21462,,46.5,0.36,Électricité,98115.0,5250,Other
NonResidential,Other,northwest,1917,2,0,28072,,66.59999847,2.26,GazNaturel,98013.0,6250,Social/Meeting Hall
NonResidential,Restaurant,downtown,1955,2,0,31020,,168.6999969,6.69,GazNaturel,98121.0,6530,Restaurant
NonResidential,Small- and Mid-Sized Office,downtown,1917,2,0,21600,,75.80000305,1.37,Électricité,98121.0,6530,Office
NonResidential,Small- and Mid-Sized Office,downtown,1974,5,13320,48505,59.0,112.5,2.28,GazNaturel & Électricité,98121.0,6530,Office
NonResidential,Small- and Mid-Sized Office,downtown,1942,3,0,64630,96.0,21.79999924,0.15,Électricité,98121.0,6540,Office
NonResidential,Worship Facility,downtown,1948,2,0,20920,15.0,57.79999924,2.02,GazNaturel,98121.0,6540,Worship Facility
NonResidential,Worship Facility,southwest,1926,2,0,22128,94.0,32.90000153,1.14,GazNaturel,98116.0,1480,Worship Facility
NonResidential,Retail Store,northwest,1968,1,0,48139,98.0,24.0,0.5,Électricité & GazNaturel,98133.0,1640,Retail Store
NonResidential,Worship Facility,southwest,1949,2,0,21364,86.0,52.0,2.05,GazNaturel,98116.0,1940,Worship Facility
NonResidential,University,downtown,1992,2,0,28923,,17.70000076,0.53,GazNaturel & Électricité,98121.0,6600,College/University
NonResidential,University,downtown,1928,3,0,21600,,16.60000038,0.29,Électricité,98121.0,6600,College/University
NonResidential,Retail Store,northeast,1996,1,0,25735,82.0,48.5,0.7,Électricité,98105.0,9250,Retail Store
NonResidential,Retail Store,northeast,1956,2,0,25862,20.0,184.3000031,5.96,GazNaturel & Électricité,98105.0,9250,Retail Store
NonResidential,Retail Store,northeast,2003,2,0,49965,82.0,68.5,0.59,Électricité,98105.0,9250,Retail Store
NonResidential,Small- and Mid-Sized Office,downtown,1929,2,0,20028,95.0,27.5,0.71,Électricité,98104.0,9390,Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,7,0,23622,100.0,20.20000076,0.42,Électricité,98104.0,9390,Office
NonResidential,Small- and Mid-Sized Office,downtown,1902,3,0,23563,67.0,37.5,0.26,Électricité,98104.0,9390,Office
NonResidential,Mixed Use Property,downtown,1903,3,0,28600,,44.90000153,0.85,Électricité & GazNaturel,98104.0,9390,Office
NonResidential,Mixed Use Property,downtown,1978,2,12379,26160,55.0,86.0,0.4,Électricité,98104.0,9390,Retail Store
NonResidential,Small- and Mid-Sized Office,downtown,1906,5,0,26840,24.0,68.80000305,0.52,Électricité,98104.0,9390,Office
NonResidential,Retail Store,downtown,1906,2,0,46800,86.0,26.60000038,0.19,Électricité,98104.0,9390,Retail Store
NonResidential,Small- and Mid-Sized Office,downtown,1979,3,26640,37350,51.0,53.0,0.23,Électricité,98104.0,9390,Office
NonResidential,Small- and Mid-Sized Office,downtown,1908,3,0,28800,50.0,40.70000076,1.0,Électricité & GazNaturel,98121.0,6540,Office
NonResidential,Small- and Mid-Sized Office,downtown,1954,3,4968,28584,75.0,68.40000153,1.8,GazNaturel & Électricité,98121.0,6560,Office
NonResidential,Retail Store,downtown,1931,2,0,26270,32.0,63.5,1.29,Électricité & GazNaturel,98121.0,6560,Retail Store
NonResidential,Small- and Mid-Sized Office,downtown,1926,3,7820,49800,50.0,47.90000153,0.29,Électricité,98121.0,6560,Office
NonResidential,Mixed Use Property,downtown,1954,2,6080,22616,,21.79999924,0.1,Électricité,98121.0,6560,Other
NonResidential,Hotel,downtown,1990,5,0,57800,87.0,42.70000076,1.15,Électricité & GazNaturel,98121.0,6560,Hotel
NonResidential,Other,downtown,1955,2,0,31890,2.0,57.40000153,0.41,Électricité,98101.0,6590,Financial Office
NonResidential,Small- and Mid-Sized Office,downtown,1925,2,13660,30438,53.0,58.79999924,0.95,Électricité & Vapeur,98101.0,6590,Office
NonResidential,Restaurant,downtown,1923,3,0,22381,,162.0,5.66,GazNaturel & Électricité,98101.0,6590,Restaurant
NonResidential,Laboratory,downtown,1926,4,0,49249,,693.0999756,25.71,GazNaturel & Électricité,98121.0,6950,Laboratory
NonResidential,Retail Store,downtown,1925,1,1263,23562,,19.89999962,0.45,Électricité & GazNaturel,98121.0,6950,Retail Store
NonResidential,Medical Office,downtown,1952,4,0,26670,51.0,61.5,0.41,Électricité,98121.0,6960,Medical Office
Nonresidential COS,Other,downtown,1922,2,0,37740,,86.19999695,2.28,Électricité & GazNaturel,98121.0,6960,Fire Station
NonResidential,Small- and Mid-Sized Office,downtown,1965,1,0,23752,,50.5,1.28,Électricité & GazNaturel,98121.0,6970,Office
NonResidential,Hotel,downtown,1967,4,0,44416,61.0,52.0,1.64,Électricité & GazNaturel,98121.0,6970,Hotel
NonResidential,Mixed Use Property,downtown,2006,2,22867,10925,,248.1000061,0.91,Électricité,98121.0,6980,Social/Meeting Hall
NonResidential,Worship Facility,northwest,1928,2,0,45991,77.0,28.20000076,0.79,GazNaturel & Électricité,98103.0,8500,Worship Facility
NonResidential,Residence Hall,northeast,1921,3,0,21499,85.0,28.10000038,0.2,Électricité,98105.0,9250,Residence Hall/Dormitory
NonResidential,Small- and Mid-Sized Office,northeast,1989,2,0,20384,16.0,71.19999695,0.68,Électricité,98105.0,9250,Office
NonResidential,Retail Store,northeast,1956,2,0,39265,,135.6000061,1.2,Électricité,98105.0,9250,Retail Store
NonResidential,Retail Store,northeast,1956,2,0,54284,18.0,126.0,1.17,Électricité,98105.0,9250,Retail Store
NonResidential,Retail Store,northeast,1956,1,0,23409,67.0,112.0,1.21,Électricité,98105.0,9250,Retail Store
NonResidential,Retail Store,northeast,1997,1,0,63153,,74.0,0.75,Électricité,98105.0,9250,Retail Store
NonResidential,Hotel,northeast,1961,2,0,24100,91.0,53.09999847,1.93,Électricité & GazNaturel,98105.0,9250,Hotel
NonResidential,Restaurant,downtown,1923,3,0,33600,,140.3000031,3.04,Électricité & GazNaturel,98101.0,6590,Restaurant
NonResidential,Other,downtown,1927,4,0,32356,81.0,62.20000076,2.32,Électricité & Vapeur,98121.0,6590,Financial Office
NonResidential,Hotel,downtown,1960,7,12960,48220,24.0,66.69999695,2.06,GazNaturel & Électricité,98121.0,6600,Hotel
NonResidential,Small- and Mid-Sized Office,downtown,1978,5,11250,32256,51.0,110.5999985,2.28,Électricité & GazNaturel,98121.0,6600,Office
NonResidential,Worship Facility,northwest,1910,2,0,23931,88.0,0.0,0.78,GazNaturel & Électricité,98115.0,12572,Worship Facility
NonResidential,Worship Facility,northwest,1948,2,0,21393,57.0,45.90000153,1.53,GazNaturel & Électricité,98103.0,12572,Worship Facility
NonResidential,Mixed Use Property,southeast,1990,2,0,47560,80.0,25.89999962,0.7,Électricité & GazNaturel,98144.0,12823,Distribution Center
NonResidential,Senior Care Community,east,2006,6,0,62334,100.0,22.29999924,0.56,GazNaturel & Électricité,98104.0,12857,Senior Care Community
NonResidential,Residence Hall,northeast,1930,3,0,20960,,79.5,3.08,GazNaturel,98105.0,13213,Residence Hall/Dormitory
NonResidential,University,downtown,1910,3,0,28800,,26.89999962,0.29,Électricité,98121.0,6600,College/University
NonResidential,K-12 School,downtown,1957,2,0,21600,72.0,65.5,1.8,GazNaturel & Électricité,98121.0,6600,K-12 School
NonResidential,K-12 School,downtown,1995,3,0,22860,43.0,43.29999924,0.28,Électricité,98101.0,6600,K-12 School
NonResidential,Worship Facility,northeast,1972,1,0,26366,88.0,37.79999924,1.22,GazNaturel & Électricité,98105.0,10250,Worship Facility
NonResidential,Worship Facility,southeast,1965,2,0,21732,2.0,43.40000153,1.09,Électricité & GazNaturel,98118.0,11020,Worship Facility
NonResidential,Mixed Use Property,ballard,1945,1,0,21060,,15.60000038,0.32,Électricité,98107.0,11250,Non-Refrigerated Warehouse
NonResidential,Mixed Use Property,ballard,1960,4,0,20539,,81.80000305,1.82,Électricité & GazNaturel,98107.0,11250,Retail Store
NonResidential,Retail Store,northeast,1900,3,0,32960,71.0,24.70000076,0.17,Électricité,98105.0,11420,Retail Store
NonResidential,Other,northeast,1921,3,0,29636,,23.20000076,0.16,Électricité,98105.0,11420,Other - Entertainment/Public Assembly
NonResidential,Hotel,northeast,1930,3,0,20571,72.0,36.90000153,0.24,Électricité,98105.0,11420,Hotel
NonResidential,Worship Facility,northeast,1926,2,0,47992,17.0,73.30000305,2.47,GazNaturel & Électricité,98105.0,11420,Worship Facility
NonResidential,Residence Hall,northeast,1993,3,0,28572,16.0,125.4000015,3.13,GazNaturel & Électricité,98105.0,11420,Residence Hall/Dormitory
NonResidential,Residence Hall,east,1982,15,31535,84240,94.0,17.39999962,0.17,Électricité,98104.0,15106,Residence Hall/Dormitory
NonResidential,Worship Facility,northeast,2000,2,0,31386,52.0,0.0,0.86,Électricité & GazNaturel,98115.0,15138,Worship Facility
Campus,K-12 School,northeast,1989,3,0,21500,44.0,73.90000153,9.43,GazNaturel & Électricité,98115.0,15138,K-12 School
NonResidential,Small- and Mid-Sized Office,lake union,2012,2,26497,57619,68.0,48.0,0.24,Électricité,98103.0,40888,Office
NonResidential,Hotel,downtown,1925,9,0,104000,8.0,86.90000153,3.42,Mixte,98121.0,16045,Hotel
NonResidential,Senior Care Community,southeast,1981,3,0,78374,98.0,57.90000153,0.3,Électricité,98144.0,16240,Senior Care Community
NonResidential,Mixed Use Property,ballard,2007,2,0,38784,,56.29999924,0.67,Électricité,98107.0,13250,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,1969,2,0,41790,,54.59999847,0.8,Électricité,98134.0,13273,Social/Meeting Hall
NonResidential,Small- and Mid-Sized Office,downtown,1900,5,0,39960,77.0,59.79999924,1.25,Électricité & GazNaturel,98104.0,9390,Office
NonResidential,Warehouse,downtown,1900,5,0,33300,,3.0,0.02,Électricité,98101.0,9390,Non-Refrigerated Warehouse
NonResidential,Hotel,downtown,1926,11,0,36240,98.0,66.0,3.34,Mixte,98101.0,9420,Hotel
NonResidential,Other,downtown,1922,3,6960,32360,,83.09999847,3.7,Mixte,98101.0,9420,Social/Meeting Hall
NonResidential,Other,downtown,1908,5,0,41536,,65.90000153,0.46,Électricité,98104.0,9420,Performing Arts
NonResidential,Hotel,downtown,1909,6,0,35820,94.0,99.09999847,3.65,GazNaturel,98104.0,9420,Hotel
NonResidential,K-12 School,southwest,1922,2,0,33462,76.0,81.5,5.54,GazNaturel,98116.0,9520,K-12 School
NonResidential,K-12 School,southwest,1965,3,0,49744,98.0,48.70000076,1.79,GazNaturel,98116.0,9520,K-12 School
NonResidential,Worship Facility,southwest,1923,2,0,37816,60.0,41.09999847,1.15,GazNaturel & Électricité,98116.0,9520,Worship Facility
NonResidential,Mixed Use Property,southwest,1926,2,0,23315,,89.5,1.5,Électricité & GazNaturel,98116.0,9520,Office
NonResidential,Mixed Use Property,southwest,1930,2,0,20700,,209.8999939,9.11,GazNaturel,98116.0,9520,Non-Refrigerated Warehouse
NonResidential,Other,southwest,1948,1,13124,28397,,123.6999969,2.41,Électricité & GazNaturel,98116.0,9520,Other - Recreation
NonResidential,Supermarket / Grocery Store,southwest,1946,2,0,25762,100.0,74.0,0.52,Électricité,98126.0,9520,Supermarket/Grocery Store
NonResidential,Other,southwest,1984,1,0,33334,,128.1000061,6.31,GazNaturel & Électricité,98126.0,9520,Fitness Center/Health Club/Gym
NonResidential,Small- and Mid-Sized Office,southwest,1981,3,0,43387,60.0,59.90000153,0.79,Électricité,98126.0,9520,Office
NonResidential,Mixed Use Property,north,1979,1,0,39350,,6.5,0.05,Électricité,98125.0,14536,Supermarket/Grocery Store
NonResidential,Other,north,1949,1,0,22405,,192.3000031,6.01,GazNaturel & Électricité,98125.0,14536,Other
SPS-District K-12,Other,north,2013,1,0,32590,,46.20000076,1.32,GazNaturel & Électricité,98125.0,14541,Other
NonResidential,Warehouse,greater duwamish,1985,1,0,37500,36.0,31.10000038,0.35,Électricité,98108.0,14863,Non-Refrigerated Warehouse
NonResidential,Medical Office,central,1990,2,0,39000,25.0,68.09999847,0.87,Électricité,98122.0,14936,Medical Office
NonResidential,Other,southwest,1924,1,0,22180,,234.8999939,6.63,Électricité & GazNaturel,98116.0,14953,Other - Mall
NonResidential,Distribution Center,greater duwamish,1969,1,0,25920,,46.79999924,0.48,Électricité,98144.0,14983,Distribution Center
NonResidential,Refrigerated Warehouse,greater duwamish,1953,1,0,25480,,29.10000038,0.2,Électricité,98144.0,14983,Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1970,2,0,31000,,74.69999695,0.64,Électricité,98144.0,14983,Non-Refrigerated Warehouse
NonResidential,Small- and Mid-Sized Office,greater duwamish,1961,1,0,29740,57.0,51.09999847,0.67,Électricité,98144.0,14983,Office
NonResidential,Distribution Center,greater duwamish,1954,1,0,23236,,20.79999924,0.56,Électricité & GazNaturel,98144.0,14983,Distribution Center
NonResidential,Small- and Mid-Sized Office,southeast,2009,3,0,38075,,53.5,0.5,Électricité,98144.0,14983,Office
NonResidential,Small- and Mid-Sized Office,southeast,1970,2,0,39170,81.0,63.40000153,1.61,Électricité & GazNaturel,98144.0,14983,Office
Nonresidential COS,Other,southeast,1977,1,0,36070,,23.20000076,0.28,Électricité,98134.0,14983,Other - Recreation
NonResidential,Other,southeast,1963,2,0,20047,,6.400000095,0.04,Électricité,98144.0,16240,Other - Services
NonResidential,Retail Store,greater duwamish,1914,1,0,20000,75.0,27.89999962,0.19,Électricité,98134.0,13273,Retail Store
NonResidential,Warehouse,greater duwamish,1955,2,0,32400,91.0,7.599999905,0.05,Électricité,98134.0,13273,Non-Refrigerated Warehouse
NonResidential,Supermarket / Grocery Store,magnolia / queen anne,1962,1,0,25159,38.0,350.5,9.85,Électricité & GazNaturel,98109.0,17945,Supermarket/Grocery Store
Nonresidential COS,Other,magnolia / queen anne,1948,1,0,27247,,101.0,3.05,GazNaturel & Électricité,98119.0,17945,Other - Recreation
NonResidential,Distribution Center,greater duwamish,1955,1,0,26680,92.0,7.199999809,0.06,Électricité,98134.0,18240,Distribution Center
NonResidential,Warehouse,delridge,1953,1,0,31521,6.0,57.79999924,1.96,GazNaturel & Électricité,98106.0,18240,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1951,1,0,24000,,62.90000153,1.94,GazNaturel & Électricité,98134.0,18240,Non-Refrigerated Warehouse
NonResidential,Self-Storage Facility,greater duwamish,1952,1,0,21900,,75.5,3.0,GazNaturel,98134.0,18240,Self-Storage Facility
NonResidential,Warehouse,greater duwamish,1961,1,0,38005,,21.10000038,0.28,Électricité,98134.0,18240,Non-Refrigerated Warehouse
NonResidential,Distribution Center,greater duwamish,1998,1,0,35579,72.0,35.40000153,1.1,GazNaturel & Électricité,98134.0,18240,Distribution Center
NonResidential,Distribution Center,greater duwamish,1975,1,0,49950,77.0,4.800000191,0.03,Électricité,98134.0,13273,Distribution Center
NonResidential,Worship Facility,magnolia / queen anne,1947,2,0,22612,87.0,37.79999924,1.4,GazNaturel,98199.0,13708,Worship Facility
NonResidential,Other,north,1976,2,0,38787,,90.59999847,1.74,Électricité & GazNaturel,98125.0,14536,Automobile Dealership
NonResidential,Self-Storage Facility,north,1988,2,0,50368,,17.79999924,0.57,GazNaturel & Électricité,98125.0,14536,Self-Storage Facility
NonResidential,Warehouse,greater duwamish,1938,1,0,30545,12.0,60.90000153,2.01,GazNaturel & Électricité,98134.0,17228,Non-Refrigerated Warehouse
NonResidential,K-12 School,magnolia / queen anne,1922,3,0,32691,99.0,32.70000076,0.91,GazNaturel & Électricité,98112.0,17318,K-12 School
NonResidential,Worship Facility,magnolia / queen anne,1963,2,0,24227,55.0,47.29999924,1.96,GazNaturel,98119.0,17318,Worship Facility
NonResidential,Distribution Center,greater duwamish,1956,1,0,27000,61.0,27.20000076,0.7,Électricité & GazNaturel,98108.0,17537,Distribution Center
NonResidential,Small- and Mid-Sized Office,lake union,1957,2,0,21183,99.0,25.89999962,0.12,Électricité,98104.0,19597,Office
NonResidential,Small- and Mid-Sized Office,lake union,1961,3,3834,25558,91.0,27.39999962,0.21,Électricité,98102.0,19597,Office
NonResidential,Large Office,lake union,1985,5,55504,82234,62.0,58.90000153,0.24,Électricité,98102.0,19597,Office
NonResidential,Residence Hall,lake union,1988,3,0,21118,49.0,67.59999847,1.87,Électricité & GazNaturel,98103.0,18250,Residence Hall/Dormitory
NonResidential,Large Office,lake union,2013,5,79284,126842,98.0,40.79999924,0.35,Électricité,98103.0,18250,Office
NonResidential,Small- and Mid-Sized Office,lake union,1900,2,0,20500,48.0,64.69999695,0.55,Électricité,98103.0,18250,Office
NonResidential,Senior Care Community,ballard,1966,2,31000,3636,3.0,355.7000122,13.88,GazNaturel,98117.0,18654,Senior Care Community
NonResidential,Worship Facility,northeast,1930,2,0,25521,82.0,26.89999962,0.61,Électricité & GazNaturel,98115.0,18689,Worship Facility
NonResidential,K-12 School,northeast,1986,1,0,23190,79.0,83.19999695,2.94,GazNaturel,98115.0,18689,K-12 School
NonResidential,Small- and Mid-Sized Office,northwest,1960,1,0,20678,98.0,37.90000153,1.58,GazNaturel,98103.0,16465,Office
NonResidential,K-12 School,northwest,1922,3,0,28820,43.0,87.59999847,3.69,GazNaturel,98103.0,16465,K-12 School
NonResidential,Worship Facility,southeast,1954,2,0,27876,69.0,46.79999924,2.47,GazNaturel & Électricité,98178.0,16864,Worship Facility
SPS-District K-12,K-12 School,magnolia / queen anne,1925,1,0,48789,94.0,29.10000038,0.6,Électricité & GazNaturel,98109.0,16894,K-12 School
